# locale=zh	language=Simplified Chinese	source=D:\soft\Steam\steamapps\common\Crimson Desert\Save Editor\locale\names_zh.json
# item_key	category	current_language_name	english_name	internal_name	slotType	inventoryCategory
1001131	Cloak	秋日森林礼服布制披风	Autumn Banquet Cloth Cloak	Demian_Fabric_Cloak_III	69	1
1001132	Misc	黄菖蒲花篮	Yellow Blue-Eyed Grass Basket	Collection_Prop_FlowerPot_0004	65535	2
1001133	Cloak	王国正式骑士布制披风	Official Knight's Cloth Cloak	Demian_Fabric_Cloak_IV	69	1
1001134	Misc	蝎子	Scorpion	scorpion	65535	2
1001135	Misc	蜈蚣	Centipede	centipede	65535	2
1001136	OneHandWeapon	野心之锤	Mace of Ambition	Bastion_OneHandMace	19	1
1001137	Helmet	谢因的布制头盔	Shane's Cloth Headband	Greyfur_Fabric_Helm_IV	4	1
1001138	Quest	悬赏通缉令 - 里纳尔多	Bounty Notice - Rinaldo	Quest_WantedPaper_0052	65535	2
1001139	Misc	石榴种子	Pomegranate Seed	Pomegranate_Seed	65535	2
1001140	Misc	无花果种子	Fig Seed	Figs_Seed	65535	2
1001141	ChestArmor	巴德尔的布制盔甲	Balder's Cloth Armor	Greyfur_Fabric_Armor	5	1
1001142	ChestArmor	马蒂尔达的布制盔甲	Matilda's Cloth Armor	Greyfur_Fabric_Armor_I	5	1
1001143	ChestArmor	德班的布制盔甲	Devan's Cloth Armor	Greyfur_Fabric_Armor_III	5	1
1001144	ChestArmor	泰瑞的布制盔甲	Terry's Cloth Armor	Greyfur_Fabric_Armor_IV	5	1
1001145	Boots	苍穹马镫	Stirrups of the Open Sky	Optionary_NonSlip_Boots	7	1
1001146	OneHandWeapon	橡子单手钝器	Acorn Mace	Cecilia_Kokes_OneHandMace	19	1
1001147	Shield	灰狼木盾	Grey Wolf Wooden Shield	Wood_OneHandShield	1	1
1001148	OneHandWeapon	神木之刺	The Grove's Thorn	Turden_OneHandMace	19	1
1001149	OneHandWeapon	欧德克硬木单手钝器	Odeck Wooden Club Mace	Archsyan_OneHandMace	19	1
1001150	OneHandWeapon	森魂噬者	Savage Woodland Spirit Killer	Pailoon_OneHandMace	19	1
1001151	Document	日志本	Journal	Book_Beighen_Diary	65535	2
1001152	OneHandWeapon	空气手持火炮	Air Blaster	Air_OneHandCannon	37	1
1001153	Misc	汤锅	Pot	Collection_Prop_Tool_0002	65535	2
1001154	Misc	毒蛙	Poison Frog	frog	65535	2
1001155	Misc	树蛙	Tree Frog	greenfrog	65535	2
1001156	Misc	蟾蜍	Toad	toad	65535	2
1001157	Misc	洞穴蟾蜍	Burrowing Toad	burrowingtoad	65535	2
1001158	Misc	丰盛的烤鸡蛋	Satisfying Smoked Eggs	Baked_Egg_Large	65535	2
1001159	Misc	大份的烤鸡蛋	Filling Smoked Eggs	Baked_Egg_Medium	65535	2
1001160	Food	满满一份烤肉	Hearty Grilled Meat	Grilled_Meat_XLarge	65535	2
1001161	Food	丰盛的烤肉	Satisfying Grilled Meat	Grilled_Meat_Large	65535	2
1001162	Document	关于知识头盔的故事	The Knowledge Helm	Book_ScholarLibrary_Knowledge_Knowledge_PlateArmor_Helm	65535	2
1001163	TwoHandWeapon	闪电长枪	Lightning Spear	Lightning_TwoHandSpear	21	1
1001164	ChestArmor	莱恩的布制盔甲	Ryan's Cloth Armor	Greyfur_Fabric_Armor_V	5	1
1001165	Food	大份的烤肉	Filling Grilled Meat	Grilled_Meat_Medium	65535	2
1001166	Ring	灰鬃之印	Greymane Signet	Greymane_Nobility_Degree_I	10	1
1001167	Ring	德梅尼斯之印	Demenissian Signet	Demeniss_Nobility_Degree_I	10	1
1001168	Ring	德雷西亚之印	Delesyian Signet	Delesyian_Nobility_Degree_I	10	1
1001169	ChestArmor	沙漠掠夺者板金盔甲	Desert Marauder's Plate Armor	Desert_Harrier_PlateArmor_Armor_III	5	1
1001170	Trade	黄金剑	Golden Sword	Trade_Golden_Sword_Unpack	65535	2
1001171	ChestArmor	拉斯的布制盔甲	Lars's Cloth Armor	Greyfur_Fabric_Armor_VI	5	1
1001172	Helmet	威尔斯叛军板金头盔	Turncoat Plate Helm	Redknight_PlateArmor_Helm_II	4	1
1001173	Misc	桃子种子	Peach Seed	Peach_Seed	65535	2
1001174	ChestArmor	鹿王追随者皮制盔甲	Staglord Acolyte's Leather Armor	Deer_King_Follower_Leather_Armor_V	5	1
1001175	Misc	纯白色染料	Pure White Dye	Collection_Prop_Dyewater_Grey_0001	65535	2
1001176	Misc	女巫的仓库钥匙	Witch's Storehouse Key	WitchWarehouse_Key	65535	2
1001177	ChestArmor	火枪要塞边境守备队制式盔甲	Musket Border Guard Standard Armor	Hymns_of_Dusk_Fabric_Armor_I	5	1
1001178	ChestArmor	吟唱黄昏皮制盔甲	Dusksongs Leather Armor	Hymns_of_Dusk_Leather_Armor_I	5	1
1001179	Boots	吟唱黄昏皮制鞋子	Dusksongs Leather Boots	Hymns_of_Dusk_Leather_Boots_I	7	1
1001180	ChestArmor	吟唱黄昏板金盔甲	Dusksongs Plate Armor	Hymns_of_Dusk_PlateArmor_Armor_I	5	1
1001181	Gloves	吟唱黄昏板金手套	Dusksongs Plate Gloves	Hymns_of_Dusk_PlateArmor_Gloves_I	6	1
1001182	Necklace	风雨项链	Rainstorm Necklace	WeatherWeaver_Necklace	9	1
1001183	TwoHandWeapon	激光炮长枪	Laser Cannon Spear	YamatoCannon_TwoHandSpear	21	1
1001184	Helmet	六点钟信使	Herald of Six O'Clock	Chicken_Helm	4	1
1001185	Backpack	监视者背囊	Watcher Pack	Watcher_BackPack	66	1
1001186	AbyssGear	被封印的阿比斯神器	Sealed Abyss Artifact	Sealed_Abyss_Artifact_0026	65535	2
1001187	Misc	芦笋	Asparagus	Asparagus	65535	2
1001188	TwoHandWeapon	噬魂枪	Soul Spear	Soul_TwoHandSpear	21	1
1001189	Misc	芦苇恶魔的玩偶	Devil of the Reed Field's Doll	ReedDevil_Doll	65535	2
1001190	Misc	山葱	Wild Garlic	Victorialis	65535	2
1001191	Boots	火焰步履鞋子	Fire Walk Boots	Fire_Boots	7	1
1001192	Shield	风力盾牌	Gale Shield	Wind_Power_OneHandShield	1	1
1001193	TwoHandWeapon	风力长枪	Propeller Spear	Wind_TwoHandSpear	21	1
1001194	Misc	繁荣的记忆	Memories of Prosperity	Puzzle_Reward_TreasureMap_Dem_First	65535	2
1001195	ChestArmor	原教旨主义者哥布林布制盔甲	Fundamentalist Goblin Cloth Armor	Regglin_Fabric_Armor_MiddleBoss_II	5	1
1001196	Tool	魔法镰刀	Magic Scythe	Equip_Magic_Scythe	91	1
1001197	Quest	星之塔的钥匙	Spire of the Stars Key	Quest_TrolluniversityTower_Key	65535	2
1001198	Misc	蝼蛄	Camel Cricket	Item_Camel_Cricket	65535	2
1001199	Boots	撼地之靴	Giant's Boots	Colossus_Boots	7	1
1001200	TwoHandWeapon	巫师法杖	Sorcerer's Staff	Tartis_TwoHandSpear	21	1
1001201	TwoHandWeapon	古树长杆	Ancient Wood Pole	Troom_TwoHandSpear	21	1
1001202	TwoHandWeapon	安图布拉之眼	Antumbra's Eye	Legendary_Antumbra_TwoHandedWarHammer	20	1
1001203	TwoHandWeapon	黑暗崇拜者的法杖	Dark Worshiper's Staff	Pietisus_TwoHandedWarHammer	20	1
1001204	TwoHandWeapon	仪式战锤	Ceremonial Warhammer	Deshret_Ceremonial_TwoHandedWarHammer	20	1
1001205	TwoHandWeapon	影叶魂枝	Shadowleaf Soul Branch	ForestFairy_TwoHandedWarHammer	20	1
1001206	Misc	黄金镜子	Gilded Mirror	Collection_Prop_Tool_0003	65535	2
1001207	TwoHandWeapon	乌鸦引路者	Crow Whisperer	WhiteCrow_Witch_TwoHandedWarHammer	20	1
1001208	TwoHandWeapon	往昔的遗忘	Oblivion of the Past	Mask_Liberator_TwoHandedWarHammer	20	1
1001209	TwoHandWeapon	巫师法杖	Shaman's Staff	Shaman_TwoHandedWarHammer	20	1
1001210	OneHandWeapon	贪欲之刃	Sword of Greed	GoldArmor_OneHandSword	0	1
1001211	Shield	黑太阳	Black Sun	Bastion_OneHandShield	1	1
1001212	TwoHandWeapon	电磁干扰长枪	Disruptor Spear	EMP_TwoHandSpear	21	1
1001213	Food	炖鱼	Braised Fish	Braised_Fish	65535	2
1001214	Food	鱼肉粥	Fish Porridge	Fish_Porridge	65535	2
1001215	Food	蛋衣烤鱼	Battered Fish	Pan_fried_Fish_Pancake	65535	2
1001216	Food	腌蔬菜	Pickled Vegetables	Braised_Vegetable	65535	2
1001217	Food	蔬菜粥	Vegetable Porridge	Vegetable_Porridge	65535	2
1001218	Food	蛋衣烤蔬菜	Battered Vegetables	Pan_fried_Vegetable_Pancake	65535	2
1001219	Food	颗粒果肉饮料	Fruit Punch	Fruit_Porridge	65535	2
1001220	Food	糖渍水果	Pickled Fruit	Pan_fried_Fruit_Pancake	65535	2
1001221	Food	蛋衣烤谷物	Battered Grains	Pan_fried_Grain_Pancake	65535	2
1001222	Food	鱼肉烤串	Meat and Fish Skewers	Meat_Fish_Sanjeok	65535	2
1001223	Food	炖鱼肉	Braised Meat and Fish	Braised_Meat_Fish	65535	2
1001224	Food	鱼肉谷物粥	Meat and Fish Porridge	Meat_Fish_Porridge	65535	2
1001225	Food	蛋衣烤鱼肉	Battered Meat and Fish	Pan_fried_Meat_Fish_Pancake	65535	2
1001226	Food	红烧排骨	Braised Ribs	Braised_Meat_Vegetable	65535	2
1001227	Food	蔬菜肉粥	Meat and Vegetable Porridge	Meat_Vegetable_Porridge	65535	2
1001228	Food	鸡蛋羹	Steamed Eggs	Pan_fried_Meat_Vegetable_Pancake	65535	2
1001229	Food	调味炒肉	Pan-Fried Marinated Meat	Meat_Fruit_Porridge	65535	2
1001230	Food	调味炖肉	Marinated Meat	Pan_fried_Meat_Fruit_Pancake	65535	2
1001231	Misc	蚰蜒	House Centipede	Item_House_Centipede	65535	2
1001232	Quest	悬赏通缉令 - 杰弗里	Bounty Notice - Jeffrey	Quest_WantedPaper_0059	65535	2
1001233	Misc	黑蜈蚣	Black Centipede	Item_Black_Centipede	65535	2
1001234	Backpack	福罗林戴尔鲜花炸弹背囊	Florindale Flower Bomb Pack	Flolin_BackPack_FlowerDrone_I	66	1
1001235	Misc	西红柿种子	Tomato Seed	Tomato_Seed	65535	2
1001236	Helmet	生命探测装置	Health Detection Device	Scouter_HP_PlateArmor_Helm	4	1
1001237	Misc	田野蝴蝶	Meadow Butterfly	Item_Butterfly	65535	2
1001238	Misc	苍蝇	Fruit Fly	Item_Gnat	65535	2
1001239	Misc	蟑螂	Cockroach	Item_Cockroach	65535	2
1001240	Trade	营地口粮	Camp Food	Trade_Camp_Food	65535	2
1001241	Food	稻田鱼	Ricefish	Food_Ricefish	65535	2
1001242	Food	淡水蟹	Freshwater Crab	Food_river_Crab	65535	2
1001243	Misc	海蟑螂	Wharf Roach	Item_Sea_Siater	65535	2
1001244	Misc	飞蛾	Mountain Moth	Item_Moth	65535	2
1001245	Misc	蜻蜓	Dragonfly	Item_dragonfly	65535	2
1001246	Shield	黄金盾牌	Golden Shield	Gold_Armor_OneHandShield	1	1
1001247	Misc	葡萄种子	Grape Seed	grape_Seed	65535	2
1001248	Misc	枪炮兵器箱	Firearms Box	Collection_Prop_WeaponBox_0001	65535	2
1001249	Quest	书	Book	Quest_Book_Mansion_I	65535	2
1001250	Gloves	大盗手套	Great Thief's Gloves	ThiefGloves	6	1
1001251	TwoHandWeapon	铋元素长枪	Bismuth Spear	Bismuth_TwoHandSpear	21	1
1001252	Misc	黄金鹅蛋	Golden Goose Egg	GoldenGoose_Egg	65535	2
1001253	Misc	森林蝴蝶	Commander Butterfly	Item_Viceroy	65535	2
1001254	Misc	帝王蝶	Monarch Butterfly	Item_Monarch	65535	2
1001255	Quest	情报员的第一封信	Informant's First Letter	Quest_Bloodcoronation_CampDocument_I	65535	2
1001256	ChestArmor	卢塞兰的布制盔甲	Luther's Cloth Armor	Greyfur_Fabric_Armor_VII	5	1
1001257	Gloves		Socket Test Gloves	Socket_Test_Gloves	6	1
1001258	Helmet	鲶鱼板金头盔	Catfish Plate Helm	Catfish_Helm	4	1
1001259	Cloak	白色腥风布制披风	White Bloodwind Cloth Cloak	Demian_Fabric_Cloak_II	69	1
1001260	Misc	浅灰色染料	Bright Grey Dye	Collection_Prop_Dyewater_Grey_0002	65535	2
1001261	ChestArmor	科尔顿的布制盔甲	Colton's Cloth Armor	Greyfur_Fabric_Armor_VIII	5	1
1001262	ChestArmor	法尔斯塔夫的布制盔甲	Falstaff's Cloth Armor	Greyfur_Fabric_Armor_IX	5	1
1001263	ChestArmor	阿诺德的布制盔甲	Arnold's Cloth Armor	Greyfur_Fabric_Armor_X	5	1
1001264	ChestArmor	洛库斯的布制盔甲	Lucius's Cloth Armor	Greyfur_Fabric_Armor_XI	5	1
1001265	ChestArmor	邓肯的布制盔甲	Duncan's Cloth Armor	Greyfur_Fabric_Armor_XII	5	1
1001266	ChestArmor	安德斯的布制盔甲	Anders's Cloth Armor	Greyfur_Fabric_Armor_XX	5	1
1001267	ChestArmor	弗雷德的布制盔甲	Fred's Cloth Armor	Greyfur_Fabric_Armor_XXX	5	1
1001268	ChestArmor	瓦伊伯特的布制盔甲	Wybert's Cloth Armor	Greyfur_Fabric_Armor_XL	5	1
1001269	ChestArmor	布雷南的布制盔甲	Brennan's Cloth Armor	Greyfur_Fabric_Armor_L	5	1
1001270	ChestArmor	尼尔的布制盔甲	Niall's Cloth Armor	Greyfur_Fabric_Armor_LX	5	1
1001271	ChestArmor	卢克的布制盔甲	Luke's Cloth Armor	Greyfur_Fabric_Armor_LXX	5	1
1001272	ChestArmor	贝尔农的布制盔甲	Vernon's Cloth Armor	Greyfur_Fabric_Armor_LXXX	5	1
1001273	ChestArmor	萨维尔的布制盔甲	Xavier's Cloth Armor	Greyfur_Fabric_Armor_XC	5	1
1001274	ChestArmor	罗纳德的布制盔甲	Ronald's Cloth Armor	Greyfur_Fabric_Armor_C	5	1
1001275	ChestArmor	弗里茨的布制盔甲	Fritz's Cloth Armor	Greyfur_Fabric_Armor_D	5	1
1001276	ChestArmor	奥托的布制盔甲	Otto's Cloth Armor	Greyfur_Fabric_Armor_M	5	1
1001277	ChestArmor	吉安的布制盔甲	Jian's Cloth Armor	Greyfur_Fabric_Armor_MI	5	1
1001278	ChestArmor	马里乌斯的布制盔甲	Marius's Cloth Armor	Greyfur_Fabric_Armor_MII	5	1
1001279	Gloves	灰鬃布制手套	Greymane Cloth Gloves	Greyfur_Fabric_Gloves	6	1
1001280	Helmet	科尔顿的布制头盔	Colton's Cloth Helm	Greyfur_Fabric_Helm	4	1
1001281	Helmet	阿诺德的布制头盔	Arnold's Cloth Helm	Greyfur_Fabric_Helm_I	4	1
1001282	Helmet	瓦伊伯特的布制头盔	Wybert's Cloth Helm	Greyfur_Fabric_Helm_II	4	1
1001283	Helmet	弗里茨的布制头盔	Fritz's Cloth Helm	Greyfur_Fabric_Helm_III	4	1
1001284	ChestArmor	毛罗的皮制盔甲	Morrow's Leather Armor	Greyfur_Leather_Armor_V	5	1
1001285	ChestArmor	洛伦特的皮制盔甲	Laurent's Leather Armor	Greyfur_Leather_Armor_VI	5	1
1001286	ChestArmor	布兰特的皮制盔甲	Brant's Leather Armor	Greyfur_Leather_Armor_VII	5	1
1001287	ChestArmor	约瑟夫的皮制盔甲	Joseph's Leather Armor	Greyfur_Leather_Armor_VIII	5	1
1001288	ChestArmor	吉尔伯特的皮制盔甲	Gilbert's Leather Armor	Greyfur_Leather_Armor_IX	5	1
1001289	ChestArmor	麦克斯的皮制盔甲	Max's Leather Armor	Greyfur_Leather_Armor_X	5	1
1001290	ChestArmor	斯尔万的皮制盔甲	Silvan's Leather Armor	Greyfur_Leather_Armor_XI	5	1
1001291	Document	神秘的陶罐制作委托书	Mysterious Pot Crafting Contract	Paper_Kuku_Pot	65535	2
1001292	Misc	萤火虫	Firefly	Item_Firefly	65535	2
1001293	Food	黄金腔棘鱼	Golden Coelacanth	Food_Golden_Coelacanth	65535	2
1001294	OneHandWeapon	采石手钻	Mining Knuckledrill	Mining_Drill	30	1
1001295	OneHandWeapon	狼牙	Wolf's Fang	Ziane_OneHandSword	0	1
1001296	Boots	窃贼的皮制鞋子	Pillager's Leather Boots	Robbery_Boots	7	1
1001297	Misc	红色香料碗	Red Spice Bowl	Collection_Prop_Bowl_0016	65535	2
1001298	Misc	变色龙	Chameleon	Item_Chameleon	65535	2
1001299	Boots	嘟嘟鸟风之特技鞋子	Kuku Breeze-Step Boots	JumpUp_Boots	7	1
1001300	Gloves	强弓手套	Strongbow Gloves	PowerDraw_Gloves	6	1
1001301	Gloves		MastKey Gloves	MastKey_Gloves	6	1
1001302	Quest	情报员的第二封信	Informant's Second Letter	Quest_Bloodcoronation_CampDocument_II	65535	2
1001303	Quest	情报员的第三封信	Informant's Third Letter	Quest_Bloodcoronation_CampDocument_III	65535	2
1001304	Quest	马戏团邀请函	Circus Invitation	Quest_Paper_Circus3	65535	2
1001305	Shield	霰弹盾牌	Shotgun Shield	Gun_OneHandShield	1	1
1001306	ChestArmor	皮尔斯的皮制盔甲	Pierce's Leather Armor	Greyfur_Leather_Armor_XII	5	1
1001307	Misc	止静金龟子	Palmar Beetle	Item_JijeongLeaf_Insect	65535	2
1001308	Misc	银灰色染料	Silver Grey Dye	Collection_Prop_Dyewater_Grey_0003	65535	2
1001309	Quest	刻着图案的石头	Engraved Stone	Quest_TrollCube_I	65535	2
1001310	Quest	刻着图案的石头	Engraved Stone	Quest_TrollCube_III	65535	2
1001311	Quest	刻着图案的石头	Engraved Stone	Quest_TrollCube_IV	65535	2
1001312	Misc	蜘蛛	Spider	Spider	65535	2
1001313	ChestArmor	凯洛克的破旧布制盔甲	Kailok's Cloth Armor	Kailok_Fabric_Armor	5	1
1001314	Ammo	寒气箭	Chill Arrow	Ice_Arrow	65535	2
1001315	Ammo	电击箭	Blitz Arrow	Lightning_Arrow	65535	2
1001316	Ammo	火焰箭	Fire Arrow	Fire_Arrow	65535	2
1001317	ChestArmor	埃贝林的皮制盔甲	Evelyn's Leather Armor	Greyfur_Leather_Armor_XX	5	1
1001318	ChestArmor	安德鲁的皮制盔甲	Andrew's Leather Armor	Greyfur_Leather_Armor_XXX	5	1
1001319	Quest	雷特的告示	Rhett's Poster	Quest_Paper_Her_Rhett	65535	2
1001320	OneHandWeapon	霰弹	Buckshot Bullet	Shotgun_Bullet	65535	2
1001321	Ammo	爆炸箭	Explosive Arrow	Bomb_Arrow	65535	2
1001322	Gloves	博尔柯皮制手套	Vulker Leather Gloves	Volcker_Leather_Gloves	6	1
1001323	Misc	中型苍蝇	Medium Fly	Item_GnatWide	65535	2
1001324	Misc	中灰色染料	Medium Grey Dye	Collection_Prop_Dyewater_Grey_0004	65535	2
1001325	Helmet	雷电板金头盔	Lightning Bolt Plate Helm	Titan_PlateArmor_Helm	4	1
1001326	ChestArmor	雷电板金盔甲	Lightning Bolt Plate Armor	Titan_PlateArmor_Armor	5	1
1001327	Gloves	雷电板金手套	Lightning Bolt Plate Gloves	Titan_PlateArmor_Gloves	6	1
1001328	Boots	雷电板金鞋子	Lightning Bolt Plate Boots	Titan_Plate_Boots	7	1
1001329	Misc	动态艺术平衡器	Kinetic Counterweight	gimmick_tool_kinetic_barbell_0001	65535	2
1001330	Misc	劲绿草	Palmar Leaf	Item_Rare_Collect_jijeongta_leaf	65535	2
1001331	Food	肉汤料理	Meat Soup	Pan_fried_Meat_Grain_Pancake	65535	2
1001332	Food	炖蔬菜鱼	Braised Fish and Vegetables	Braised_Fish_Vegetable	65535	2
1001333	Food	蔬菜海鲜粥	Vegetable and Seafood Porridge	Fish_Vegetable_Porridge	65535	2
1001334	Food	蛋衣烤海鲜	Battered Seafood	Pan_fried_Fish_Vegetable_Pancake	65535	2
1001335	Misc	田鼠	Rat	Item_Rat	65535	2
1001336	Misc	灰色染料	Grey Dye	Collection_Prop_Dyewater_Grey_0005	65535	2
1001337	Quest	致弟弟的信	Letter to Younger Brother	Quest_PendantInSnow_Letter	65535	2
1001338	Misc	麝鼠	Muskrat	Item_Muskrat	65535	2
1001339	Misc	[大作] 丰饶下的贫穷	Masterpiece - Poverty Amidst Plenty	Collection_Prop_Picture_0008	65535	2
1001340	Misc	[习作] 密信的处理	Study - Hiding the Evidence	Collection_Prop_Picture_0009	65535	2
1001341	Misc	[习作] 埃尔南德城之路	Study - Hernand Castle	Collection_Prop_Picture_0010	65535	2
1001342	Misc	[习作] 圣人格莱茵	Study - Saint Grein	Collection_Prop_Picture_0011	65535	2
1001343	Misc	[习作] 受祝福的王后	Study - The Blessed Queen	Collection_Prop_Picture_0012	65535	2
1001344	Misc	[名作] 圣巴塔利	Magnum Opus - Saint Bartali	Collection_Prop_Picture_0013	65535	2
1001345	Misc	[平作] 圣女利贝坦	Notable - Saint Reventine	Collection_Prop_Picture_0014	65535	2
1001346	Misc	[平作] 无名	Notable - Nameless	Collection_Prop_Picture_0015	65535	2
1001347	Misc	[临摹] 等待活儿的人们	Replica - Idle Hands	Collection_Prop_Picture_0016	65535	2
1001348	Misc	[临摹] 战争的序幕	Replica - Prelude to War	Collection_Prop_Picture_0017	65535	2
1001349	Misc	[平作] 庆祝丰收节的人们	Notable - Those Who Celebrate the Harvest Festival	Collection_Prop_Picture_0018	65535	2
1001350	Misc	[平作] 前往小教堂的人们	Notable - Those Headed to the Chapel	Collection_Prop_Picture_0019	65535	2
1001351	Misc	[杰作] 黎明的寂静	Acclaimed - Silence of Dawn	Collection_Prop_Picture_0020	65535	2
1001352	Misc	[大作] 黎明的寂静	Masterpiece - Silence of Dawn	Collection_Prop_Picture_0021	65535	2
1001353	Misc	[习作] 德雷西亚	Study - Delesyia	Collection_Prop_Picture_0022	65535	2
1001354	Misc	[平作] 往昔荣光	Notable - Glory of Days Past	Collection_Prop_Picture_0023	65535	2
1001355	Misc	[习作] 伊戈德帝王	Study - Eghod the Great	Collection_Prop_Picture_0024	65535	2
1001356	Misc	[平作] 决斗 - 宿敌	Notable - Duel Between Rivals	Collection_Prop_Picture_0025	65535	2
1001357	Misc	[杰作] 金色大地	Acclaimed - Golden Lands	Collection_Prop_Picture_0026	65535	2
1001358	Misc	[平作] 决斗 - 战场回响	Notable - Duel - Echoes of the Battlefield	Collection_Prop_Picture_0027	65535	2
1001359	Misc	[平作] 处刑仪式	Notable - Execution	Collection_Prop_Picture_0028	65535	2
1001360	Misc	[平作] 色彩之森	Notable - Fields of Color	Collection_Prop_Picture_0029	65535	2
1001361	Misc	[杰作] 丰饶下的贫穷	Acclaimed - Poverty Amidst Plenty	Collection_Prop_Picture_0030	65535	2
1001362	Misc	[习作] 猫与鸟	Study - The Cat and the Bird	Collection_Prop_Picture_0031	65535	2
1001363	Misc	[习作] 兔与花	Study - Blooming Rabbit	Collection_Prop_Picture_0032	65535	2
1001364	Misc	[习作] 赌桌上的老鼠	Study - The Rat's Roll	Collection_Prop_Picture_0033	65535	2
1001365	Misc	[杰作] 山岳大角羊	Acclaimed - Bighorn Sheep	Collection_Prop_Picture_0034	65535	2
1001366	Misc	[大作] 山岳大角羊	Masterpiece - Bighorn Sheep	Collection_Prop_Picture_0035	65535	2
1001367	Misc	[杰作] 小绵羊	Acclaimed - The Lamb	Collection_Prop_Picture_0036	65535	2
1001368	Misc	[杰作] 地狱之门守卫	Acclaimed - Gatekeeper of Death	Collection_Prop_Picture_0037	65535	2
1001369	Misc	[大作] 地狱之门守卫	Masterpiece - Gatekeeper of Death	Collection_Prop_Picture_0038	65535	2
1001370	Misc	[杰作] 破晓之声	Acclaimed - Dawnbreak	Collection_Prop_Picture_0039	65535	2
1001371	Misc	[大作] 破晓之声	Masterpiece - Dawnbreak	Collection_Prop_Picture_0040	65535	2
1001372	Misc	[杰作] 奶牛	Acclaimed - A Dairy Cow	Collection_Prop_Picture_0041	65535	2
1001373	Misc	[大作] 奶牛	Masterpiece - A Dairy Cow	Collection_Prop_Picture_0042	65535	2
1001374	Misc	[杰作] 守墓犬	Acclaimed - Man's Best Friend	Collection_Prop_Picture_0043	65535	2
1001375	Misc	[大作] 守墓犬	Masterpiece - Man's Best Friend	Collection_Prop_Picture_0044	65535	2
1001376	Misc	[杰作] 狮之威严	Acclaimed - Lion's Majesty	Collection_Prop_Picture_0045	65535	2
1001377	Misc	[习作] 黑羊长角	Study - A Sheep with Horns	Collection_Prop_Picture_0046	65535	2
1001378	Misc	[习作] 猎犬	Study - The Hound	Collection_Prop_Picture_0047	65535	2
1001379	Misc	[大作] 死亡之王	Masterpiece - King of Death	Collection_Prop_Picture_0048	65535	2
1001380	Misc	[习作]  红色山岳大角羊	Study - Red Bighorn Sheep	Collection_Prop_Picture_0049	65535	2
1001381	Misc	[平作] 鸡头之王	Notable - King of Hens	Collection_Prop_Picture_0050	65535	2
1001382	Misc	[名作] 牛头祭司	Magnum Opus - Priest of Bulls	Collection_Prop_Picture_0051	65535	2
1001383	Misc	[名作] 虎将军	Magnum Opus - The Tiger General	Collection_Prop_Picture_0052	65535	2
1001384	Misc	[平作] 狐狸之翼	Notable - Winged Fox	Collection_Prop_Picture_0053	65535	2
1001385	Misc	[习作] 我的爱马	Study - My Beloved Steed	Collection_Prop_Picture_0054	65535	2
1001386	Misc	[习作] 山岳大角羊	Study - Bighorn Sheep	Collection_Prop_Picture_0055	65535	2
1001387	Misc	[平作] 狐狸	Notable - The Fox	Collection_Prop_Picture_0056	65535	2
1001388	Misc	[平作] 雪狐	Notable - Snowfield Fox	Collection_Prop_Picture_0057	65535	2
1001389	Misc	[大作] 爱德华·托雷尔王储	Masterpiece - Crown Prince Edward Thorel	Collection_Prop_Picture_0058	65535	2
1001390	Misc	[平作] 马罗尼的肖像	Notable - Marni's Portrait	Collection_Prop_Picture_0059	65535	2
1001391	Misc	[习作] 天才的肖像 - 威严	Study - Dignified Genius	Collection_Prop_Picture_0060	65535	2
1001392	Misc	[习作] 马罗尼的房间	Study - Marni's Room	Collection_Prop_Picture_0061	65535	2
1001393	Misc	[杰作] 色彩之森	Acclaimed - Fields of Color	Collection_Prop_Picture_0062	65535	2
1001394	Misc	[平作] 金色大地	Notable - Golden Lands	Collection_Prop_Picture_0063	65535	2
1001395	Misc	[平作] 无名	Notable - Nameless	Collection_Prop_Picture_0064	65535	2
1001396	Misc	[习作] 虚无的肖像	Study - Emptiness	Collection_Prop_Picture_0066	65535	2
1001397	Misc	橙子种子	Orange Seed	orange_Seed	65535	2
1001398	Misc	咖啡果实种子	Coffee Cherry Seed	Coffee_Seed	65535	2
1001399	Misc	可可豆种子	Cacao Seed	cacao_Seed	65535	2
1001400	Helmet	马罗尼激光头盔	Marni Laser Helm	Marni_Laser_Helm	4	1
1001401	Gloves	贵族私兵皮制手套	Noble Private Soldier's Leather Gloves	Noble_Retainer_Leather_Gloves	6	1
1001402	ChestArmor	日光树林制式板金盔甲	Sungrove Standard Plate Armor	Noble_Retainer_PlateArmor_Armor	5	1
1001403	ChestArmor	马尔塞私兵板金盔甲	Marshell Soldier's Plate Armor	Noble_Retainer_PlateArmor_Armor_I	5	1
1001404	ChestArmor	马尔塞私兵板金盔甲	Marshell Soldier's Plate Armor	Noble_Retainer_PlateArmor_Armor_II	5	1
1001405	ChestArmor	阿泽里安士兵板金盔甲	Azerian Soldier's Plate Armor	Noble_Retainer_PlateArmor_Armor_III	5	1
1001406	ChestArmor	阿泽里安士兵板金盔甲	Azerian Soldier's Plate Armor	Noble_Retainer_PlateArmor_Armor_IV	5	1
1001407	ChestArmor	阿泽里安士兵板金盔甲	Azerian Soldier's Plate Armor	Noble_Retainer_PlateArmor_Armor_V	5	1
